geometry_type,surface_area,volume,frontal_area,length,width,height,rear_wing_angle,slant_angle,velocity,reynolds,drag,lift
sphere,7.677,4.924,0.696,1.211,0.138,1.192,0.0,0.0,26.02,2078511,0.09998,-0.01578
fsae,6.879,0.897,1.288,4.096,1.445,1.298,43.4,4.5,40.12,10839810,0.95159,-3.05787
sedan,11.985,3.052,2.082,4.902,1.718,1.324,2.3,10.0,41.88,13541937,0.2667,0.19138
suv,14.123,4.703,2.928,4.62,2.067,1.812,2.9,8.5,37.74,11501240,0.36719,0.16959
cylinder,7.329,0.411,1.107,1.998,0.306,0.457,0.0,0.0,9.52,1254681,0.30776,-0.01405
cylinder,1.084,2.173,0.696,1.741,0.705,0.803,0.0,0.0,39.44,4529356,0.28385,-0.02639
sedan,9.166,3.897,2.097,4.152,1.607,1.385,4.3,10.2,29.67,8125979,0.26672,0.16857
wedge,4.009,0.276,0.516,0.802,1.004,0.549,0.0,17.2,19.25,1018371,0.46247,0.14089
fsae,6.903,1.11,1.349,3.438,1.347,1.126,17.1,4.5,40.42,9166488,0.90014,-2.20716
fsae,5.822,1.258,1.294,3.381,1.696,1.237,25.3,3.6,25.44,5673657,0.87633,-2.45993
cylinder,6.183,0.656,0.123,2.668,0.852,0.741,0.0,0.0,48.83,8593565,0.29277,-0.00606
flat_plate,1.36,0.039,0.416,0.048,0.721,0.661,0.0,0.0,13.21,41826,1.1857,-0.00974
cylinder,1.999,1.558,0.447,2.094,0.79,0.77,0.0,0.0,7.27,1004181,0.30506,0.0248
suv,13.899,6.276,2.598,4.48,1.844,1.851,0.9,7.9,44.07,13023325,0.36819,0.19456
sedan,8.112,2.844,2.383,4.781,1.641,1.48,0.7,16.3,44.83,14138010,0.23681,0.25631
sphere,1.894,1.825,1.159,0.337,0.975,0.724,0.0,0.0,31.6,702454,0.09737,0.0062
fsae,7.792,0.924,1.514,3.989,1.373,1.296,31.4,4.0,16.38,4310015,0.94467,-2.74751
sphere,1.045,2.755,1.464,0.751,1.494,0.63,0.0,0.0,25.9,1283041,0.09661,0.00275
airfoil,2.93,0.319,0.119,1.517,0.393,0.221,0.0,11.1,60.89,6093016,0.02932,1.21635
sedan,11.293,3.305,2.071,4.303,1.653,1.337,0.6,10.4,34.28,9730003,0.25859,0.18525
flat_plate,2.709,0.028,1.277,0.048,1.251,1.497,0.0,0.0,11.17,35367,1.2668,-0.00208
wedge,1.952,0.849,1.277,1.481,1.228,0.258,0.0,46.0,16.33,1595299,0.74491,0.283
sedan,11.151,3.082,2.2,4.009,1.755,1.356,1.0,19.2,31.43,8311535,0.29516,0.20395
fsae,8.285,1.229,1.555,3.844,1.493,1.204,27.7,1.0,45.92,11643567,0.94188,-2.72262
sphere,10.783,1.407,0.748,0.271,0.573,1.264,0.0,0.0,36.27,648362,0.09932,-0.01601
fsae,8.085,1.449,1.408,3.751,1.665,1.221,25.5,2.1,29.02,7180344,0.92042,-2.69503
sedan,10.446,3.443,2.324,4.212,1.835,1.386,3.9,19.4,42.16,11713583,0.30502,0.22738
sedan,10.599,3.755,1.807,4.982,1.695,1.33,4.0,12.5,49.03,16112629,0.25512,0.25317
ahmed_body,4.729,0.664,0.097,1.135,0.394,0.297,0.0,5.5,31.38,2349360,0.25309,0.00693
fsae,7.187,0.849,1.3,4.247,1.644,1.221,40.6,2.0,30.0,8404354,0.9906,-3.01684
cylinder,1.339,0.254,0.223,0.962,0.668,0.105,0.0,0.0,12.12,769092,0.30321,-0.01432
sphere,11.219,4.518,2.819,0.218,0.813,1.203,0.0,0.0,20.91,300685,0.42522,-0.01386
sedan,11.628,3.053,1.936,4.985,1.812,1.329,4.8,11.3,20.35,6691606,0.26415,0.12273
truck,42.164,42.586,8.539,14.209,2.564,3.788,0.0,0.1,27.55,25821765,0.77231,0.08658
sedan,11.552,2.524,1.881,4.78,1.603,1.394,4.5,17.6,49.95,15749406,0.24491,0.26906
wedge,2.153,1.278,0.248,1.91,0.387,0.822,0.0,41.7,35.63,4489004,0.71203,0.27254
sphere,7.258,4.313,1.671,1.021,0.604,1.069,0.0,0.0,36.58,2463600,0.09728,0.02021
sedan,8.135,3.219,1.897,4.382,1.785,1.493,1.1,17.0,27.82,8041375,0.24729,0.17147
sphere,8.179,3.963,2.856,0.99,1.27,1.367,0.0,0.0,42.23,2757764,0.101,-0.00227
suv,17.958,4.571,2.825,4.983,1.918,1.878,0.4,0.1,34.24,11254480,0.38185,0.16192
ahmed_body,4.224,0.902,0.11,1.022,0.385,0.263,0.0,3.6,29.56,1992765,0.26386,0.04106
suv,14.307,4.657,2.604,5.045,2.093,1.762,1.2,8.7,31.34,10429439,0.37177,0.15494
airfoil,2.464,0.319,0.198,0.905,1.193,0.156,0.0,0.9,33.14,1978344,0.00611,0.11543
wedge,1.81,1.188,0.584,2.048,1.302,0.828,0.0,17.6,25.28,3415135,0.45553,0.13533
fsae,8.063,0.949,1.465,3.931,1.438,1.288,41.1,3.4,20.8,5393456,1.02876,-3.21511
flat_plate,3.36,0.033,1.547,0.037,0.602,1.11,0.0,0.0,13.8,33681,1.2566,-0.00043
sphere,8.158,3.549,0.41,1.496,1.294,0.909,0.0,0.0,13.77,1358834,0.09817,0.00177
sphere,1.521,1.476,2.502,0.822,0.54,0.319,0.0,0.0,45.31,2456782,0.09856,-0.00202
airfoil,2.909,0.063,0.082,0.744,0.817,0.083,0.0,2.8,37.53,1841842,0.00693,0.32398
wedge,1.658,0.276,0.289,2.439,0.735,0.91,0.0,46.0,37.47,6028320,0.74199,0.24714
flat_plate,3.782,0.031,2.747,0.014,1.123,1.281,0.0,0.0,9.97,9207,1.23029,-0.00454
fsae,8.223,1.32,1.476,3.789,1.612,1.244,26.3,0.2,24.22,6053402,0.88923,-2.62906
sedan,11.196,2.715,2.21,4.174,1.685,1.318,0.1,14.3,40.2,11068259,0.25235,0.21691
cylinder,3.827,0.175,0.578,2.006,0.186,0.608,0.0,0.0,12.23,1618297,0.29782,0.00741
suv,15.184,5.05,2.616,4.93,1.906,1.796,1.7,0.5,22.12,7193377,0.36265,0.13315
wedge,3.798,1.3,0.34,1.023,1.019,0.341,0.0,52.1,17.51,1181578,0.80114,0.32713
ahmed_body,3.535,0.728,0.098,1.082,0.398,0.276,0.0,10.0,34.02,2428077,0.28027,0.05767
suv,12.266,6.198,3.127,4.699,2.025,1.807,0.5,1.2,40.03,12407716,0.37482,0.18733
cylinder,4.102,2.682,0.692,1.152,0.726,0.492,0.0,0.0,17.11,1300179,0.2925,0.02198
sedan,9.57,3.664,2.395,4.75,1.616,1.341,2.0,14.2,36.25,11358015,0.25086,0.20227
sedan,12.938,2.977,2.02,4.763,1.66,1.476,0.6,12.8,25.54,8024210,0.249,0.15646
cylinder,4.174,1.218,0.277,1.261,0.886,0.878,0.0,0.0,8.41,699539,0.29389,0.02411
fsae,8.356,1.022,1.181,4.145,1.457,1.102,16.8,0.4,36.31,9927767,0.85112,-2.19571
sphere,2.451,3.795,0.813,1.024,0.774,1.139,0.0,0.0,31.17,2105414,0.09808,0.01462
sedan,12.693,2.623,1.88,4.167,1.704,1.403,3.4,10.0,46.46,12770371,0.25651,0.22024
suv,14.78,6.902,2.816,4.362,1.855,1.667,1.1,9.6,32.56,9368517,0.37909,0.15533
sedan,9.244,3.884,2.148,4.741,1.819,1.438,3.0,16.5,33.2,10382665,0.24549,0.18947
airfoil,1.628,0.256,0.129,1.407,0.618,0.189,0.0,6.6,41.27,3830270,0.01054,0.71107
airfoil,3.706,0.45,0.166,1.043,0.977,0.19,0.0,4.2,26.46,1820434,0.00773,0.45583
ahmed_body,3.793,0.84,0.111,1.021,0.361,0.302,0.0,38.0,45.37,3055592,0.35063,0.12968
flat_plate,5.051,0.009,2.77,0.034,1.239,1.861,0.0,0.0,21.33,47838,1.2098,-0.01308
suv,12.635,4.969,2.683,5.097,1.83,1.656,0.4,8.5,26.04,8755005,0.36953,0.12385
sphere,5.619,1.966,0.274,1.086,1.16,0.857,0.0,0.0,38.58,2763712,0.09921,0.00194
flat_plate,4.682,0.03,2.117,0.029,0.555,0.732,0.0,0.0,12.41,23739,1.26931,0.00792
truck,48.678,38.799,8.009,15.073,2.551,3.566,0.0,1.6,24.93,24786932,0.69391,0.09177
suv,14.314,4.245,2.965,5.186,2.013,1.832,1.5,0.0,24.55,8398173,0.36149,0.12433
airfoil,3.543,0.393,0.069,1.887,1.872,0.103,0.0,2.0,67.11,8353336,0.00657,0.22471
suv,15.467,4.527,2.733,4.538,1.859,1.823,0.4,9.1,22.94,6866868,0.37096,0.13334
sedan,10.241,4.352,2.314,4.488,1.65,1.434,2.1,10.2,33.58,9941098,0.26638,0.14752
fsae,7.908,1.591,1.491,4.01,1.624,1.141,17.8,3.2,35.56,9406042,0.89513,-2.15139
sedan,11.511,2.577,2.345,4.481,1.854,1.389,0.8,10.7,37.12,10971947,0.26369,0.17415
ahmed_body,3.566,0.644,0.089,0.953,0.351,0.28,0.0,25.7,49.41,3106051,0.30569,0.09574
airfoil,1.437,0.267,0.132,1.758,1.473,0.032,0.0,10.9,24.78,2873565,0.02507,1.1821
truck,35.662,27.997,9.807,10.87,2.403,3.619,0.0,4.4,29.05,20829387,0.74382,0.10061
sphere,11.643,2.886,0.815,0.105,0.136,0.327,0.0,0.0,23.7,164149,0.43581,-0.00129
suv,16.607,6.35,2.605,4.776,1.822,1.782,1.1,5.4,37.75,11892744,0.38247,0.19222
sedan,11.215,3.039,2.001,4.579,1.729,1.358,1.8,13.6,45.78,13827613,0.25425,0.24987
wedge,4.415,1.967,0.814,1.956,0.78,0.26,0.0,24.7,40.12,5176433,0.5551,0.19538
airfoil,2.132,0.411,0.096,1.097,1.655,0.121,0.0,5.9,49.26,3564526,0.00936,0.64586
ahmed_body,3.615,0.958,0.089,0.982,0.41,0.269,0.0,3.6,45.68,2958955,0.25379,0.03144
airfoil,3.974,0.438,0.099,1.553,0.671,0.079,0.0,2.8,53.41,5471354,0.00665,0.31344
sphere,3.189,0.081,0.576,1.465,0.661,0.542,0.0,0.0,48.71,4707134,0.10276,0.00737
sedan,10.927,2.828,2.055,4.924,1.779,1.407,0.8,10.1,31.67,10286483,0.25606,0.15097
airfoil,1.201,0.268,0.156,0.773,0.562,0.099,0.0,4.2,72.56,3699794,0.00758,0.47378
cylinder,4.586,2.209,1.471,2.021,0.606,0.435,0.0,0.0,9.36,1247794,0.31375,-0.00201
fsae,7.738,1.082,1.562,3.319,1.372,1.103,41.5,1.5,17.69,3872896,1.02402,-3.02147
sedan,9.864,4.349,2.036,4.143,1.706,1.388,0.4,14.7,42.74,11680199,0.24993,0.23086
ahmed_body,3.809,0.749,0.105,1.016,0.354,0.268,0.0,24.9,40.2,2694142,0.30196,0.09411
ahmed_body,3.901,0.986,0.086,1.03,0.39,0.281,0.0,19.3,46.11,3132803,0.27118,0.08968
fsae,7.885,1.219,1.495,3.266,1.345,1.134,34.2,0.4,41.01,8835004,0.96151,-2.91464
suv,12.533,6.07,3.165,4.766,2.059,1.878,2.5,3.3,39.78,12506034,0.37799,0.19468
ahmed_body,4.947,0.809,0.096,0.927,0.364,0.291,0.0,35.6,47.44,2900850,0.3323,0.11465
cylinder,2.675,0.379,0.155,0.809,0.534,0.795,0.0,0.0,36.56,1950992,0.30934,0.01004
sphere,8.388,4.547,2.792,0.887,0.32,0.224,0.0,0.0,18.04,1055507,0.09891,-0.0
wedge,5.123,1.168,0.343,2.499,1.249,0.212,0.0,38.3,11.19,1844578,0.67863,0.24508
cylinder,2.044,0.137,0.867,1.636,0.931,0.351,0.0,0.0,7.57,816921,0.30504,-0.01157
fsae,5.648,1.04,1.502,3.324,1.301,1.181,23.4,1.3,16.12,3534491,0.93004,-2.42139
cylinder,1.79,2.912,0.295,1.699,0.704,0.701,0.0,0.0,42.17,4726044,0.30058,0.00159
airfoil,2.149,0.363,0.039,1.06,1.213,0.058,0.0,4.1,28.02,1959182,0.00765,0.47015
cylinder,1.01,2.343,0.56,2.906,0.596,0.46,0.0,0.0,43.14,8269449,0.29576,-0.00498
sedan,10.11,3.266,2.186,4.913,1.884,1.387,4.5,12.0,25.96,8413026,0.26842,0.14098
ahmed_body,4.284,0.772,0.088,1.08,0.409,0.31,0.0,5.2,29.47,2099446,0.26001,0.04192
cylinder,6.0,0.581,1.44,2.659,0.974,0.414,0.0,0.0,33.65,5902068,0.2907,0.01027
wedge,1.194,0.399,0.883,2.324,0.646,0.697,0.0,54.0,35.42,5429821,0.78294,0.31801
fsae,6.142,1.083,1.006,4.27,1.491,1.187,37.9,1.9,43.36,12212876,0.95866,-3.00396
sedan,12.709,2.744,1.893,4.862,1.862,1.384,4.8,19.7,47.02,15079897,0.31281,0.27471
truck,50.864,31.03,6.172,13.705,2.476,4.147,0.0,0.1,26.91,24327279,0.64907,0.09959
cylinder,5.146,0.859,1.168,2.035,0.996,0.423,0.0,0.0,12.18,1634980,0.2976,0.00847
truck,31.643,25.143,8.975,9.751,2.482,4.041,0.0,1.3,26.55,17077114,0.75179,0.06519
cylinder,4.789,2.116,0.849,1.462,0.39,0.132,0.0,0.0,47.72,4602021,0.29869,0.00557
sphere,0.509,4.5,0.164,0.845,0.947,0.99,0.0,0.0,8.99,501092,0.10252,0.00735
sedan,8.203,2.792,2.176,4.181,1.796,1.43,0.3,11.4,34.86,9614094,0.26138,0.17865
sphere,5.495,3.794,0.115,0.817,0.634,1.46,0.0,0.0,44.59,2403036,0.09765,0.00086
wedge,2.787,1.761,0.422,0.515,0.906,0.684,0.0,29.0,48.93,1662200,0.58122,0.18834
cylinder,5.671,1.858,0.151,2.393,0.299,0.419,0.0,0.0,42.59,6722815,0.29279,0.01122
truck,43.285,34.475,6.449,9.731,2.467,4.001,0.0,4.2,28.74,18447819,0.7153,0.07788
truck,50.932,35.045,7.606,9.983,2.504,3.821,0.0,4.0,29.65,19524799,0.70468,0.08484
sphere,11.351,0.451,0.114,1.378,0.372,0.103,0.0,0.0,31.79,2889619,0.0975,-0.01406
sphere,1.216,4.276,1.632,1.285,0.28,0.927,0.0,0.0,15.77,1336705,0.0998,-0.00265
suv,15.312,4.976,2.97,4.423,1.818,1.803,2.4,1.8,36.5,10649044,0.36921,0.16096
airfoil,1.782,0.252,0.11,0.715,1.316,0.189,0.0,9.2,39.45,1860604,0.01459,1.03588
sedan,10.731,3.764,2.354,4.603,1.789,1.451,0.9,14.6,48.81,14820081,0.24429,0.23494
wedge,2.49,0.775,0.253,1.589,1.261,0.689,0.0,24.1,11.83,1239965,0.53466,0.18776
fsae,7.012,1.163,1.254,3.206,1.408,1.207,38.3,4.1,27.52,5819863,0.96004,-2.90096
fsae,7.557,1.163,1.045,3.742,1.426,1.267,17.0,0.9,47.57,11741883,0.83601,-2.17745
suv,17.527,5.821,2.905,4.701,1.93,1.677,1.2,0.8,40.73,12630061,0.36579,0.17085
airfoil,3.127,0.353,0.14,0.7,0.894,0.206,0.0,1.3,70.4,3250660,0.00623,0.14909
fsae,6.069,1.279,1.004,4.149,1.402,1.285,32.0,0.5,26.78,7329170,0.89729,-2.73928
flat_plate,2.894,0.005,2.823,0.046,0.862,1.701,0.0,0.0,29.98,90968,1.2413,0.00996
sedan,10.611,4.073,2.336,4.71,1.67,1.468,0.9,15.0,30.59,9503885,0.24934,0.17812
flat_plate,3.514,0.043,1.69,0.042,1.089,1.606,0.0,0.0,17.13,47458,1.20161,-0.00579
ahmed_body,4.245,0.987,0.085,1.069,0.397,0.28,0.0,0.1,20.36,1435675,0.24284,0.01181
ahmed_body,4.769,0.963,0.088,1.163,0.364,0.293,0.0,15.3,53.6,4111926,0.25897,0.07519
sedan,12.84,4.033,2.239,4.696,1.75,1.3,1.0,12.8,44.47,13775140,0.25239,0.21687
truck,51.85,24.199,7.785,11.398,2.586,3.956,0.0,3.5,27.93,20999086,0.71131,0.06479
truck,36.764,43.72,9.665,13.344,2.499,4.161,0.0,2.9,32.58,28677277,0.64915,0.08767
airfoil,1.211,0.39,0.107,1.751,1.553,0.23,0.0,6.2,48.17,5563699,0.00956,0.67315
fsae,7.589,0.985,1.375,4.244,1.391,1.099,21.3,2.4,32.14,8997504,0.89131,-2.38141
cylinder,4.621,1.541,0.795,1.45,0.413,0.453,0.0,0.0,39.54,3781860,0.29604,-0.01211
wedge,5.438,1.79,0.585,2.13,0.556,0.426,0.0,48.1,13.09,1839162,0.76646,0.307
sedan,12.549,3.067,2.386,4.907,1.677,1.315,2.6,15.5,42.58,13782326,0.25425,0.22498
suv,14.764,4.091,2.626,4.365,1.955,1.835,0.9,6.9,39.87,11479720,0.37578,0.18298
sedan,9.446,3.797,2.064,4.108,1.748,1.428,4.4,11.1,33.69,9129190,0.26753,0.18854
fsae,5.638,1.11,1.342,4.022,1.644,1.249,31.4,3.9,45.18,11986409,0.93244,-2.91913
cylinder,3.508,1.353,1.101,0.742,0.94,0.463,0.0,0.0,29.36,1437013,0.28958,-0.00549
suv,13.057,5.041,2.524,4.378,1.905,1.681,1.8,6.2,24.94,7202330,0.37371,0.12863
sedan,12.19,3.471,1.903,4.608,1.826,1.313,0.1,19.1,31.56,9592908,0.30176,0.20863
cylinder,5.912,0.58,1.261,2.761,0.143,0.877,0.0,0.0,17.73,3229059,0.2917,-0.00417
wedge,2.683,0.366,1.431,0.616,0.8,0.923,0.0,39.0,12.64,513604,0.72188,0.24001
flat_plate,1.207,0.02,0.467,0.03,1.826,1.172,0.0,0.0,34.29,67856,1.22176,-0.00746
suv,13.896,5.008,3.008,4.856,2.024,1.819,0.6,5.8,41.58,13318765,0.37206,0.1924
ahmed_body,3.679,0.701,0.101,1.13,0.397,0.298,0.0,8.0,53.72,4004195,0.26241,0.03267
flat_plate,1.358,0.007,1.105,0.041,1.925,1.763,0.0,0.0,32.88,88923,1.24691,-0.0049
ahmed_body,4.503,0.746,0.086,0.966,0.402,0.297,0.0,6.7,43.19,2752080,0.25753,0.0438
cylinder,3.737,0.558,0.396,2.661,0.109,0.712,0.0,0.0,8.86,1555175,0.29582,-0.00738
sedan,10.263,2.509,2.369,4.361,1.799,1.32,2.2,13.6,42.58,12248772,0.25987,0.22101
sphere,10.604,4.512,0.299,0.752,1.437,0.462,0.0,0.0,25.82,1280781,0.10227,0.00282
ahmed_body,4.264,0.751,0.08,0.952,0.365,0.282,0.0,35.7,23.05,1447467,0.3293,0.12955
suv,17.285,4.536,2.528,4.826,1.934,1.84,1.7,2.6,24.18,7697406,0.36403,0.13066
wedge,4.576,1.501,1.234,1.715,0.46,0.493,0.0,19.0,49.13,5557912,0.47343,0.14436
wedge,3.292,1.06,1.045,0.768,1.115,0.374,0.0,33.2,40.98,2076032,0.6448,0.20416
sedan,9.558,3.757,2.125,4.998,1.794,1.448,4.7,17.4,49.28,16246797,0.23698,0.26832
sphere,5.433,0.203,2.411,1.147,1.122,1.007,0.0,0.0,5.22,394943,0.28769,0.00666
sedan,8.134,2.887,1.815,4.129,1.886,1.417,4.6,12.0,22.13,6027359,0.25977,0.12916
cylinder,2.296,1.121,1.689,0.564,0.447,0.128,0.0,0.0,22.53,838187,0.29897,0.00763
sedan,12.195,3.87,1.915,4.039,1.72,1.386,2.4,18.1,23.01,6130435,0.30437,0.16326
sedan,8.23,2.963,2.241,4.673,1.767,1.304,3.0,10.5,25.1,7736959,0.26496,0.12919
cylinder,2.756,0.95,0.832,2.951,0.254,0.591,0.0,0.0,48.21,9384414,0.27794,0.00943
cylinder,4.908,2.106,1.844,0.697,0.317,0.969,0.0,0.0,40.2,1848245,0.29161,0.00374
fsae,7.129,1.591,1.081,3.426,1.472,1.123,39.6,0.9,31.25,7062170,0.97703,-3.01988
fsae,6.686,0.987,1.179,4.473,1.323,1.103,19.0,3.7,25.65,7568104,0.88776,-2.28311
suv,15.79,4.475,2.638,4.466,1.967,1.816,1.2,6.6,32.36,9532966,0.37882,0.13421
cylinder,4.354,0.109,0.635,2.709,0.346,0.642,0.0,0.0,20.36,3638208,0.29551,0.00205
ahmed_body,3.672,0.832,0.115,1.143,0.416,0.269,0.0,39.6,54.33,4096253,0.35212,0.11714
ahmed_body,3.996,0.768,0.086,1.039,0.398,0.289,0.0,22.3,23.05,1579746,0.30242,0.07908
suv,14.428,6.035,2.777,4.593,2.016,1.71,1.7,6.7,28.73,8704280,0.36983,0.15099
flat_plate,3.68,0.007,2.83,0.028,1.953,1.1,0.0,0.0,22.85,42203,1.26035,0.00734
sedan,9.032,3.891,2.107,4.622,1.619,1.36,4.9,10.3,47.94,14616008,0.26249,0.20689
fsae,6.33,0.866,1.262,4.384,1.681,1.013,25.4,2.9,42.56,12307588,0.88458,-2.60096
sedan,9.102,2.799,1.976,4.315,1.657,1.496,3.0,14.1,31.54,8977249,0.24385,0.16239
airfoil,3.526,0.16,0.057,1.144,1.246,0.165,0.0,1.5,70.16,5294396,0.00621,0.15177
cylinder,7.308,1.184,0.5,1.09,0.454,0.54,0.0,0.0,28.32,2036201,0.29482,0.00529
truck,44.125,37.472,8.71,10.589,2.58,3.799,0.0,3.0,21.49,15010396,0.65277,0.07824
flat_plate,3.409,0.026,2.995,0.048,1.994,1.487,0.0,0.0,11.96,37868,1.23973,0.01115
sphere,1.914,2.687,2.766,0.986,0.458,0.941,0.0,0.0,27.83,1810051,0.10146,0.00905
sedan,12.606,3.409,1.816,4.209,1.614,1.492,3.4,10.1,27.36,7596190,0.26372,0.14265
cylinder,2.624,1.21,1.621,2.773,0.847,0.106,0.0,0.0,41.59,7607458,0.28742,-0.00815
suv,17.313,4.841,3.179,4.796,1.833,1.714,2.8,9.5,21.34,6751098,0.37734,0.11957
flat_plate,3.067,0.021,2.047,0.013,0.588,0.63,0.0,0.0,29.98,25708,1.25438,0.02846
sedan,8.198,3.218,2.246,4.86,1.787,1.347,0.2,10.8,22.63,7254736,0.26615,0.12316
flat_plate,4.997,0.034,0.613,0.038,1.45,1.9,0.0,0.0,8.73,21883,1.19751,0.00957
truck,52.504,34.915,8.538,15.12,2.479,3.814,0.0,3.3,23.97,23906755,0.69696,0.10064
flat_plate,4.857,0.027,2.509,0.038,1.904,0.978,0.0,0.0,14.52,36396,1.24243,-0.00111
ahmed_body,4.939,0.74,0.081,1.135,0.405,0.271,0.0,26.6,39.55,2961032,0.31361,0.07664
airfoil,1.252,0.098,0.105,1.312,0.614,0.085,0.0,6.1,73.83,6389509,0.00959,0.70238
fsae,8.28,1.147,1.065,4.088,1.528,1.092,35.1,0.3,26.75,7213325,0.95902,-2.88065
cylinder,3.796,1.444,1.548,0.577,0.977,0.554,0.0,0.0,25.3,962935,0.29237,0.01564
wedge,2.248,0.392,1.404,2.45,1.163,0.439,0.0,39.6,27.15,4387698,0.7022,0.23421
cylinder,7.04,1.636,1.371,2.873,0.728,0.736,0.0,0.0,40.9,7751036,0.29274,-0.0208
sedan,9.169,4.206,2.254,4.506,1.831,1.358,2.6,16.6,34.93,10382228,0.24096,0.20678
sphere,9.076,1.669,2.095,0.35,1.325,0.11,0.0,0.0,33.0,761873,0.09826,-0.00161
fsae,7.15,1.038,1.58,3.594,1.47,1.113,37.6,2.0,27.91,6616658,0.98538,-2.8569
flat_plate,3.159,0.005,1.077,0.025,0.593,0.571,0.0,0.0,15.8,26055,1.30367,-0.01061
wedge,4.066,1.263,0.244,1.029,0.874,0.811,0.0,54.0,40.6,2755765,0.83728,0.317
cylinder,7.904,2.041,1.725,0.93,0.709,0.951,0.0,0.0,37.29,2287579,0.2994,0.00656
fsae,6.998,0.974,1.319,3.856,1.634,1.219,38.4,0.6,32.81,8345340,0.97399,-3.01277
fsae,5.962,1.199,1.227,4.382,1.429,1.13,37.3,3.4,17.3,5000567,0.97806,-2.89325
airfoil,1.392,0.068,0.188,1.293,1.421,0.052,0.0,8.1,42.22,3600954,0.01225,0.90911
cylinder,2.951,2.099,0.917,1.035,0.211,0.251,0.0,0.0,10.49,716171,0.30045,-0.00638
ahmed_body,4.486,0.726,0.083,1.01,0.359,0.277,0.0,29.0,30.12,2006675,0.31163,0.11537
fsae,6.27,1.237,1.361,3.444,1.545,1.204,44.2,4.1,44.73,10161617,0.99355,-3.41213
sedan,10.643,3.848,2.18,4.323,1.855,1.49,3.4,14.4,42.05,11990907,0.25299,0.21709
airfoil,1.569,0.033,0.057,1.801,1.921,0.118,0.0,9.9,34.37,4083138,0.01551,1.04039
suv,17.881,5.999,2.642,4.39,2.007,1.647,2.2,7.2,33.63,9738503,0.36891,0.16068
fsae,6.314,0.858,1.39,3.353,1.428,1.099,27.3,2.5,36.14,7993234,0.92299,-2.61513
wedge,5.219,1.248,1.079,2.04,0.868,0.622,0.0,22.0,24.09,3241662,0.50342,0.15184
airfoil,2.192,0.157,0.095,1.353,1.034,0.219,0.0,7.8,33.3,2971959,0.01169,0.87276
sedan,12.272,2.92,2.278,4.551,1.653,1.422,0.5,19.8,24.96,7492939,0.30687,0.181
ahmed_body,4.183,0.904,0.087,1.145,0.409,0.312,0.0,32.3,48.31,3648743,0.32514,0.09527
sphere,5.958,4.963,2.234,0.967,0.498,0.211,0.0,0.0,44.04,2809148,0.09953,-0.0002
sedan,11.01,2.87,2.137,4.491,1.674,1.324,2.9,12.4,34.92,10344704,0.25695,0.18622
suv,13.504,6.015,3.174,4.882,2.003,1.659,0.3,5.6,29.03,9348579,0.37008,0.14498
ahmed_body,3.8,0.815,0.082,1.068,0.411,0.279,0.0,24.7,43.86,3089873,0.29961,0.09464
fsae,7.856,1.085,1.074,3.974,1.643,1.155,31.3,3.3,40.98,10742383,0.92403,-2.70941
sphere,0.687,1.79,0.838,0.252,0.54,0.86,0.0,0.0,5.98,99404,0.45295,-0.00459
ahmed_body,4.161,0.862,0.105,1.03,0.373,0.267,0.0,17.4,55.14,3746319,0.26919,0.06318
airfoil,3.886,0.461,0.169,1.316,0.82,0.207,0.0,0.3,58.57,5084309,0.00598,0.04026
wedge,3.964,1.759,1.469,2.432,1.087,0.889,0.0,34.8,34.45,5526544,0.62882,0.23942
sedan,12.963,3.871,1.949,4.024,1.665,1.491,0.8,15.9,37.21,9876850,0.24613,0.22402
wedge,5.002,1.055,0.61,1.995,1.312,0.528,0.0,44.5,12.85,1691013,0.75146,0.26151
sedan,12.848,3.215,1.999,4.582,1.836,1.467,1.7,12.2,28.72,8680412,0.24832,0.14498
cylinder,7.648,0.961,0.356,2.847,0.412,0.969,0.0,0.0,32.05,6018889,0.30517,-0.0157
truck,39.838,32.661,6.735,14.611,2.509,3.738,0.0,1.3,31.83,30677317,0.69808,0.07369
cylinder,4.031,1.921,0.665,2.009,0.518,0.251,0.0,0.0,35.21,4666022,0.29218,0.00306
airfoil,3.359,0.35,0.157,1.382,1.023,0.134,0.0,11.6,36.01,3282706,0.03918,1.33284
suv,12.17,6.402,2.548,4.35,1.934,1.737,2.9,8.2,22.62,6490567,0.3823,0.13279
airfoil,3.85,0.493,0.036,0.64,1.438,0.158,0.0,6.6,67.9,2866491,0.01042,0.72769
sedan,9.217,2.515,2.122,4.601,1.883,1.307,2.8,17.4,48.45,14704383,0.2456,0.26013
sphere,7.635,2.369,1.364,0.211,0.711,1.282,0.0,0.0,34.1,474611,0.1468,0.01863
sedan,8.203,3.843,1.824,4.828,1.742,1.456,1.0,12.6,21.96,6993594,0.24954,0.15078
airfoil,2.562,0.257,0.087,1.146,1.844,0.232,0.0,7.2,37.91,2865756,0.01131,0.77865
fsae,7.875,1.092,1.281,4.476,1.411,1.015,29.6,1.8,19.43,5736720,0.91768,-2.68156
fsae,7.99,1.052,1.573,3.317,1.658,1.196,26.6,3.2,15.9,3478912,0.92882,-2.64956
airfoil,3.245,0.151,0.136,1.879,0.894,0.124,0.0,9.6,55.23,6845460,0.01457,1.08597
fsae,7.047,1.294,1.516,4.296,1.468,1.295,27.3,3.0,43.89,12437430,0.94559,-2.68986
